sample_idx,time_ns,A_hex,B_hex,Cin,Sum_hex,Cout,Expected_total_hex,Match
1748,17482000,c469,90e1,0,554a,1,1554a,1
1749,17492000,f4ea,bf45,0,b42f,1,1b42f,1
1750,17502000,3bda,f125,0,2cff,1,12cff,1
1751,17512000,18f4,e7fb,1,00f0,1,100f0,1
1752,17522000,14d1,37ff,0,4cd0,0,04cd0,1
1753,17532000,f1e0,204e,0,122e,1,1122e,1
1754,17542000,6b1b,8dcc,1,f8e8,0,0f8e8,1
1755,17552000,c808,5c63,0,246b,1,1246b,1
1756,17562000,8fbf,7b43,0,0b02,1,10b02,1
1757,17572000,6967,35e9,0,9f50,0,09f50,1
1758,17582000,8cba,1bf3,1,a8ae,0,0a8ae,1
1759,17592000,b2ca,1bb5,1,ce80,0,0ce80,1
1760,17602000,1dad,7bce,1,997c,0,0997c,1
1761,17612000,2c84,1a4e,0,46d2,0,046d2,1
1762,17622000,4d5f,23fe,1,715e,0,0715e,1
1763,17632000,a8a2,32b5,0,db57,0,0db57,1
1764,17642000,742f,6610,1,da40,0,0da40,1
1765,17652000,d876,4960,0,21d6,1,121d6,1
1766,17662000,3164,72a4,1,a409,0,0a409,1
1767,17672000,ba63,347c,0,eedf,0,0eedf,1
1768,17682000,24d8,587c,0,7d54,0,07d54,1
1769,17692000,b547,329f,0,e7e6,0,0e7e6,1
1770,17702000,9b28,1815,1,b33e,0,0b33e,1
1771,17712000,6859,99ce,1,0228,1,10228,1
1772,17722000,052d,e07d,0,e5aa,0,0e5aa,1
1773,17732000,ed14,2d47,0,1a5b,1,11a5b,1
1774,17742000,bc79,488c,0,0505,1,10505,1
1775,17752000,b21d,9c7f,0,4e9c,1,14e9c,1
1776,17762000,9c9e,98ac,1,354b,1,1354b,1
1777,17772000,89d5,21ca,1,aba0,0,0aba0,1
1778,17782000,e3b0,f0ff,0,d4af,1,1d4af,1
1779,17792000,3245,9f4a,0,d18f,0,0d18f,1
1780,17802000,adbd,bde7,0,6ba4,1,16ba4,1
1781,17812000,bb62,dc49,1,97ac,1,197ac,1
1782,17822000,5312,c001,0,1313,1,11313,1
1783,17832000,1c53,1547,0,319a,0,0319a,1
1784,17842000,301d,b6ee,0,e70b,0,0e70b,1
1785,17852000,3669,4eb5,1,851f,0,0851f,1
1786,17862000,cafe,fb15,0,c613,1,1c613,1
1787,17872000,da70,b7b1,1,9222,1,19222,1
1788,17882000,3a14,9d6c,0,d780,0,0d780,1
1789,17892000,d7ce,b116,0,88e4,1,188e4,1
1790,17902000,e71b,47f7,1,2f13,1,12f13,1
1791,17912000,b85a,bfc5,0,781f,1,1781f,1
1792,17922000,d49a,4748,0,1be2,1,11be2,1
1793,17932000,e7a4,018b,1,e930,0,0e930,1
1794,17942000,9ec3,8929,1,27ed,1,127ed,1
1795,17952000,2076,f2ea,0,1360,1,11360,1
1796,17962000,be9b,1bc6,0,da61,0,0da61,1
1797,17972000,e127,b8ad,0,99d4,1,199d4,1
1798,17982000,1e3b,8469,1,a2a5,0,0a2a5,1
1799,17992000,00fe,5072,0,5170,0,05170,1
1800,18002000,57d4,627e,1,ba53,0,0ba53,1
1801,18012000,d877,a573,1,7deb,1,17deb,1
1802,18022000,85b1,8a5a,1,100c,1,1100c,1
1803,18032000,0ca6,3672,1,4319,0,04319,1
1804,18042000,88c4,429f,1,cb64,0,0cb64,1
1805,18052000,0ea8,0257,1,1100,0,01100,1
1806,18062000,2e4e,d0c5,0,ff13,0,0ff13,1
1807,18072000,5c50,0a3a,0,668a,0,0668a,1
1808,18082000,5534,502a,0,a55e,0,0a55e,1
1809,18092000,1d19,1041,0,2d5a,0,02d5a,1
1810,18102000,5802,c1d0,0,19d2,1,119d2,1
1811,18112000,6e9f,db53,0,49f2,1,149f2,1
1812,18122000,f9df,c5db,1,bfbb,1,1bfbb,1
1813,18132000,b17d,7f88,1,3106,1,13106,1
1814,18142000,1561,6a7c,1,7fde,0,07fde,1
1815,18152000,a13e,3d89,1,dec8,0,0dec8,1
1816,18162000,05de,1ac4,0,20a2,0,020a2,1
1817,18172000,fc11,2aad,0,26be,1,126be,1
1818,18182000,b623,b7ca,1,6dee,1,16dee,1
1819,18192000,b035,04b1,1,b4e7,0,0b4e7,1
1820,18202000,5826,f8f5,0,511b,1,1511b,1
1821,18212000,e865,013c,1,e9a2,0,0e9a2,1
1822,18222000,a2d9,30dd,1,d3b7,0,0d3b7,1
1823,18232000,786c,e78d,1,5ffa,1,15ffa,1
1824,18242000,1f89,1994,0,391d,0,0391d,1
1825,18252000,3211,09bc,0,3bcd,0,03bcd,1
1826,18262000,fedc,9df7,0,9cd3,1,19cd3,1
1827,18272000,c1ad,5edd,0,208a,1,1208a,1
1828,18282000,4e34,90bb,1,def0,0,0def0,1
1829,18292000,7b85,0487,0,800c,0,0800c,1
1830,18302000,7025,5b58,0,cb7d,0,0cb7d,1
1831,18312000,9fb3,49ce,0,e981,0,0e981,1
1832,18322000,8396,355b,0,b8f1,0,0b8f1,1
1833,18332000,879e,2351,0,aaef,0,0aaef,1
1834,18342000,ab78,032d,0,aea5,0,0aea5,1
1835,18352000,6ac3,b7a4,0,2267,1,12267,1
1836,18362000,de3c,c7ac,1,a5e9,1,1a5e9,1
1837,18372000,148d,e729,1,fbb7,0,0fbb7,1
1838,18382000,6860,09dc,1,723d,0,0723d,1
1839,18392000,27a6,0d9f,1,3546,0,03546,1
1840,18402000,b5ca,ba1b,1,6fe6,1,16fe6,1
1841,18412000,ebf2,5d9b,1,498e,1,1498e,1
1842,18422000,555d,e0f4,0,3651,1,13651,1
1843,18432000,af0f,cd91,0,7ca0,1,17ca0,1
1844,18442000,2414,46e5,1,6afa,0,06afa,1
1845,18452000,f5a5,deda,0,d47f,1,1d47f,1
1846,18462000,80bb,7137,1,f1f3,0,0f1f3,1
1847,18472000,4fba,7b05,1,cac0,0,0cac0,1
1848,18482000,91e3,3b98,1,cd7c,0,0cd7c,1
1849,18492000,6db6,5ab0,1,c867,0,0c867,1
1850,18502000,e7f1,13bb,0,fbac,0,0fbac,1
1851,18512000,4e76,4744,1,95bb,0,095bb,1
1852,18522000,2ee3,2689,0,556c,0,0556c,1
1853,18532000,9814,7e55,1,166a,1,1166a,1
1854,18542000,26dd,bec0,0,e59d,0,0e59d,1
1855,18552000,478a,d027,1,17b2,1,117b2,1
1856,18562000,102a,6385,1,73b0,0,073b0,1
1857,18572000,1dec,afc9,1,cdb6,0,0cdb6,1
1858,18582000,4a50,816e,0,cbbe,0,0cbbe,1
1859,18592000,e048,7bd1,1,5c1a,1,15c1a,1
1860,18602000,8fe2,2419,0,b3fb,0,0b3fb,1
1861,18612000,fc19,b8e3,0,b4fc,1,1b4fc,1
1862,18622000,4738,4108,1,8841,0,08841,1
1863,18632000,10d6,195f,0,2a35,0,02a35,1
1864,18642000,95b4,d94f,1,6f04,1,16f04,1
1865,18652000,923e,081e,1,9a5d,0,09a5d,1
1866,18662000,752e,c1fe,1,372d,1,1372d,1
1867,18672000,4998,8709,0,d0a1,0,0d0a1,1
1868,18682000,348a,e739,0,1bc3,1,11bc3,1
1869,18692000,efac,f9f0,1,e99d,1,1e99d,1
1870,18702000,b6eb,5ba4,0,128f,1,1128f,1
1871,18712000,0d20,7fec,1,8d0d,0,08d0d,1
1872,18722000,615c,392d,1,9a8a,0,09a8a,1
1873,18732000,104d,ac2e,0,bc7b,0,0bc7b,1
1874,18742000,cfd3,aea0,0,7e73,1,17e73,1
1875,18752000,f89d,e7ab,0,e048,1,1e048,1
1876,18762000,3a07,9b34,1,d53c,0,0d53c,1
1877,18772000,c7a2,7a33,1,41d6,1,141d6,1
1878,18782000,598b,c9b8,0,2343,1,12343,1
1879,18792000,00c1,50f2,0,51b3,0,051b3,1
1880,18802000,7c84,bf0d,0,3b91,1,13b91,1
1881,18812000,c6d4,da4c,1,a121,1,1a121,1
1882,18822000,5868,7e11,1,d67a,0,0d67a,1
1883,18832000,14f8,6dff,1,82f8,0,082f8,1
1884,18842000,2f30,d70e,1,063f,1,1063f,1
1885,18852000,7558,4eb9,0,c411,0,0c411,1
1886,18862000,2f91,28d2,0,5863,0,05863,1
1887,18872000,f8f1,1397,1,0c89,1,10c89,1
1888,18882000,baef,c901,1,83f1,1,183f1,1
1889,18892000,83bd,cfc1,1,537f,1,1537f,1
1890,18902000,703a,3c22,0,ac5c,0,0ac5c,1
1891,18912000,0c11,b2da,1,beec,0,0beec,1
1892,18922000,9fa4,ddba,1,7d5f,1,17d5f,1
1893,18932000,a56c,2685,1,cbf2,0,0cbf2,1
1894,18942000,2f36,f2f7,1,222e,1,1222e,1
1895,18952000,5188,86bb,0,d843,0,0d843,1
1896,18962000,12d7,320c,1,44e4,0,044e4,1
1897,18972000,ad39,5e39,1,0b73,1,10b73,1
1898,18982000,74b0,7383,0,e833,0,0e833,1
1899,18992000,756d,2860,1,9dce,0,09dce,1
1900,19002000,8db4,9c29,1,29de,1,129de,1
1901,19012000,27cb,f2a7,1,1a73,1,11a73,1
1902,19022000,edaf,ef58,0,dd07,1,1dd07,1
1903,19032000,ed22,f462,0,e184,1,1e184,1
1904,19042000,2d66,273b,0,54a1,0,054a1,1
1905,19052000,058f,9e5a,0,a3e9,0,0a3e9,1
1906,19062000,c053,38d3,0,f926,0,0f926,1
1907,19072000,3261,2016,1,5278,0,05278,1
1908,19082000,cc7a,d2ba,1,9f35,1,19f35,1
1909,19092000,ce3c,cbcb,0,9a07,1,19a07,1
1910,19102000,8f62,f633,0,8595,1,18595,1
1911,19112000,f65a,8819,0,7e73,1,17e73,1
1912,19122000,3200,f56b,0,276b,1,1276b,1
1913,19132000,2915,c2bc,0,ebd1,0,0ebd1,1
1914,19142000,39df,ba5c,0,f43b,0,0f43b,1
1915,19152000,625d,c9f6,0,2c53,1,12c53,1
1916,19162000,5ddc,e095,1,3e72,1,13e72,1
1917,19172000,1e9e,96ee,0,b58c,0,0b58c,1
1918,19182000,a8c6,53c4,0,fc8a,0,0fc8a,1
1919,19192000,f26a,caab,0,bd15,1,1bd15,1
1920,19202000,dd7e,fda6,0,db24,1,1db24,1
1921,19212000,d47c,157b,1,e9f8,0,0e9f8,1
1922,19222000,eca6,eafc,0,d7a2,1,1d7a2,1
1923,19232000,8787,655f,0,ece6,0,0ece6,1
1924,19242000,c0fb,3734,1,f830,0,0f830,1
1925,19252000,777c,692d,0,e0a9,0,0e0a9,1
1926,19262000,4319,96ec,1,da06,0,0da06,1
1927,19272000,3ce8,29f4,0,66dc,0,066dc,1
1928,19282000,d026,2e4d,0,fe73,0,0fe73,1
1929,19292000,672b,0ba0,0,72cb,0,072cb,1
1930,19302000,f657,b1a2,1,a7fa,1,1a7fa,1
1931,19312000,7753,2990,0,a0e3,0,0a0e3,1
1932,19322000,45fb,5686,1,9c82,0,09c82,1
1933,19332000,4eba,1f5c,0,6e16,0,06e16,1
1934,19342000,8a3e,4230,1,cc6f,0,0cc6f,1
1935,19352000,e573,a2e7,0,885a,1,1885a,1
1936,19362000,1fc1,1fa2,1,3f64,0,03f64,1
1937,19372000,b437,7219,1,2651,1,12651,1
1938,19382000,b7c0,9e1d,0,55dd,1,155dd,1
1939,19392000,bcb0,4a8d,0,073d,1,1073d,1
1940,19402000,f6a5,afc5,1,a66b,1,1a66b,1
1941,19412000,4fdc,eac3,0,3a9f,1,13a9f,1
1942,19422000,b48d,9e95,0,5322,1,15322,1
1943,19432000,fb10,2cac,0,27bc,1,127bc,1
1944,19442000,b229,0bd1,0,bdfa,0,0bdfa,1
1945,19452000,9980,85f3,0,1f73,1,11f73,1
1946,19462000,4389,ed97,0,3120,1,13120,1
1947,19472000,df60,656f,1,44d0,1,144d0,1
1948,19482000,c8c7,80a0,1,4968,1,14968,1
1949,19492000,138a,6877,1,7c02,0,07c02,1
1950,19502000,0f05,0181,0,1086,0,01086,1
1951,19512000,93c3,0683,1,9a47,0,09a47,1
1952,19522000,faed,2ffb,1,2ae9,1,12ae9,1
1953,19532000,44f6,1334,0,582a,0,0582a,1
1954,19542000,a8c2,cdb9,1,767c,1,1767c,1
1955,19552000,5257,b6a5,0,08fc,1,108fc,1
1956,19562000,59da,9b6b,1,f546,0,0f546,1
1957,19572000,ac66,a994,1,55fb,1,155fb,1
1958,19582000,99c0,7825,0,11e5,1,111e5,1
1959,19592000,a175,a796,1,490c,1,1490c,1
1960,19602000,a23d,982b,1,3a69,1,13a69,1
1961,19612000,87e4,1854,1,a039,0,0a039,1
1962,19622000,1366,81c9,1,9530,0,09530,1
1963,19632000,6367,0b99,0,6f00,0,06f00,1
1964,19642000,d312,6d4c,0,405e,1,1405e,1
1965,19652000,e71a,f6fc,1,de17,1,1de17,1
1966,19662000,9259,bde9,1,5043,1,15043,1
1967,19672000,0a05,899a,1,93a0,0,093a0,1
1968,19682000,0527,9aec,1,a014,0,0a014,1
1969,19692000,2576,e137,0,06ad,1,106ad,1
1970,19702000,ab64,8e8d,0,39f1,1,139f1,1
1971,19712000,70fb,1ed0,0,8fcb,0,08fcb,1
1972,19722000,755e,d991,1,4ef0,1,14ef0,1
1973,19732000,7cdb,1654,1,9330,0,09330,1
1974,19742000,9cfc,6bb8,0,08b4,1,108b4,1
1975,19752000,279a,78a3,1,a03e,0,0a03e,1
1976,19762000,8a18,f35a,1,7d73,1,17d73,1
1977,19772000,bd96,d430,0,91c6,1,191c6,1
1978,19782000,f338,1cf5,1,102e,1,1102e,1
1979,19792000,04ba,b30b,1,b7c6,0,0b7c6,1
1980,19802000,63e2,7ffa,0,e3dc,0,0e3dc,1
1981,19812000,b336,dfe7,1,931e,1,1931e,1
1982,19822000,12e4,7c69,0,8f4d,0,08f4d,1
1983,19832000,a73e,9b61,1,42a0,1,142a0,1
1984,19842000,e2f9,7a74,0,5d6d,1,15d6d,1
1985,19852000,1caf,2dda,1,4a8a,0,04a8a,1
1986,19862000,efc7,389d,0,2864,1,12864,1
1987,19872000,31e4,9bc1,1,cda6,0,0cda6,1
1988,19882000,ac3c,c1a5,1,6de2,1,16de2,1
1989,19892000,fedb,d50f,1,d3eb,1,1d3eb,1
1990,19902000,5100,83a0,1,d4a1,0,0d4a1,1
1991,19912000,f5d3,6700,1,5cd4,1,15cd4,1
1992,19922000,3336,bb1a,0,ee50,0,0ee50,1
1993,19932000,24e9,0078,0,2561,0,02561,1
1994,19942000,8519,35a7,0,bac0,0,0bac0,1
1995,19952000,f20b,982c,0,8a37,1,18a37,1
1996,19962000,e668,8b98,0,7200,1,17200,1
1997,19972000,7691,3925,0,afb6,0,0afb6,1
1998,19982000,ed89,6b48,0,58d1,1,158d1,1
1999,19992000,abe3,5043,0,fc26,0,0fc26,1
2000,20002000,91c4,3175,1,c33a,0,0c33a,1
2001,20012000,3b39,21ea,0,5d23,0,05d23,1
2002,20022000,2698,dc8a,0,0322,1,10322,1
2003,20032000,c495,e884,1,ad1a,1,1ad1a,1
2004,20042000,ab27,daa8,0,85cf,1,185cf,1
2005,20052000,e814,be63,1,a678,1,1a678,1
2006,20062000,8f72,3982,1,c8f5,0,0c8f5,1
2007,20072000,4771,b4c7,1,fc39,0,0fc39,1
2008,20082000,71ac,4135,1,b2e2,0,0b2e2,1
2009,20092000,569c,dea9,0,3545,1,13545,1
2010,20102000,20c6,9989,1,ba50,0,0ba50,1
2011,20112000,a649,6e64,0,14ad,1,114ad,1
2012,20122000,38b4,c816,0,00ca,1,100ca,1
2013,20132000,8660,450d,0,cb6d,0,0cb6d,1
2014,20142000,8202,f3fe,1,7601,1,17601,1
2015,20152000,df3b,0c66,0,eba1,0,0eba1,1
2016,20162000,b0ec,6c3a,1,1d27,1,11d27,1
2017,20172000,b81b,a2a5,0,5ac0,1,15ac0,1
2018,20182000,ef1d,5244,0,4161,1,14161,1
2019,20192000,f382,adfd,1,a180,1,1a180,1
2020,20202000,21f4,cf74,0,f168,0,0f168,1
2021,20212000,8549,bfcc,1,4516,1,14516,1
2022,20222000,3f17,2753,1,666b,0,0666b,1
2023,20232000,bac1,498e,1,0450,1,10450,1
2024,20242000,24b5,ec46,1,10fc,1,110fc,1
2025,20252000,8d08,0af1,0,97f9,0,097f9,1
2026,20262000,9966,ef96,1,88fd,1,188fd,1
2027,20272000,86d7,53f3,0,daca,0,0daca,1
2028,20282000,068e,9804,0,9e92,0,09e92,1
2029,20292000,5b27,2351,0,7e78,0,07e78,1
2030,20302000,db8b,8c79,0,6804,1,16804,1
2031,20312000,8afd,7486,1,ff84,0,0ff84,1
2032,20322000,f4b2,b314,0,a7c6,1,1a7c6,1
2033,20332000,2983,11b1,1,3b35,0,03b35,1
2034,20342000,5e97,1d45,0,7bdc,0,07bdc,1
2035,20352000,4d74,72e4,0,c058,0,0c058,1
2036,20362000,75f2,4169,0,b75b,0,0b75b,1
2037,20372000,57a5,e133,1,38d9,1,138d9,1
2038,20382000,dd26,4fda,1,2d01,1,12d01,1
2039,20392000,c518,b424,1,793d,1,1793d,1
2040,20402000,6572,0863,0,6dd5,0,06dd5,1
2041,20412000,989d,5b75,0,f412,0,0f412,1
2042,20422000,fc25,323a,1,2e60,1,12e60,1
2043,20432000,db0d,2bde,1,06ec,1,106ec,1
2044,20442000,dfab,a466,0,8411,1,18411,1
2045,20452000,c4bc,7951,0,3e0d,1,13e0d,1
2046,20462000,1ac0,d4f7,1,efb8,0,0efb8,1
2047,20472000,f166,2100,1,1267,1,11267,1
2048,20482000,24b1,bb1e,1,dfd0,0,0dfd0,1
2049,20492000,c0e5,bab8,0,7b9d,1,17b9d,1
2050,20502000,b338,8c2d,0,3f65,1,13f65,1
2051,20512000,4424,d588,1,19ad,1,119ad,1
2052,20522000,71c2,94b7,1,067a,1,1067a,1
2053,20532000,7de5,01b7,1,7f9d,0,07f9d,1
2054,20542000,c826,30de,0,f904,0,0f904,1
2055,20552000,d645,2a92,1,00d8,1,100d8,1
2056,20562000,9d8a,5541,0,f2cb,0,0f2cb,1
2057,20572000,7307,46f5,0,b9fc,0,0b9fc,1
2058,20582000,4db9,d284,1,203e,1,1203e,1
2059,20592000,e798,f97a,0,e112,1,1e112,1
2060,20602000,2870,e123,0,0993,1,10993,1
2061,20612000,8605,ae9f,1,34a5,1,134a5,1
2062,20622000,f16a,71d6,1,6341,1,16341,1
2063,20632000,3439,2155,1,558f,0,0558f,1
2064,20642000,ff0b,4a3a,0,4945,1,14945,1
2065,20652000,c84d,5b70,0,23bd,1,123bd,1
2066,20662000,f7d9,10a2,0,087b,1,1087b,1
2067,20672000,6bed,ba17,0,2604,1,12604,1
2068,20682000,2bc9,a434,1,cffe,0,0cffe,1
2069,20692000,c488,2c94,0,f11c,0,0f11c,1
2070,20702000,71c6,0478,1,763f,0,0763f,1
2071,20712000,ab5a,155b,1,c0b6,0,0c0b6,1
2072,20722000,f2f6,0d9a,0,0090,1,10090,1
2073,20732000,e170,7fd8,0,6148,1,16148,1
2074,20742000,7203,f181,0,6384,1,16384,1
2075,20752000,a29c,64ca,1,0767,1,10767,1
2076,20762000,3b0d,06b2,0,41bf,0,041bf,1
2077,20772000,1f1f,fa8d,0,19ac,1,119ac,1
2078,20782000,59c3,4800,0,a1c3,0,0a1c3,1
2079,20792000,c1fd,4c05,0,0e02,1,10e02,1
2080,20802000,3a51,af97,0,e9e8,0,0e9e8,1
2081,20812000,2684,da98,0,011c,1,1011c,1
2082,20822000,0675,5de6,0,645b,0,0645b,1
2083,20832000,8d83,ed4a,0,7acd,1,17acd,1
2084,20842000,6d79,54de,1,c258,0,0c258,1
2085,20852000,bef8,efea,0,aee2,1,1aee2,1
2086,20862000,28c9,50f2,0,79bb,0,079bb,1
2087,20872000,e266,a9ba,1,8c21,1,18c21,1
2088,20882000,2359,447e,0,67d7,0,067d7,1
2089,20892000,fa53,8b49,0,859c,1,1859c,1
2090,20902000,b1c6,566d,0,0833,1,10833,1
2091,20912000,a427,0797,0,abbe,0,0abbe,1
2092,20922000,b863,387e,0,f0e1,0,0f0e1,1
2093,20932000,0835,697d,1,71b3,0,071b3,1
2094,20942000,2455,ae0c,0,d261,0,0d261,1
2095,20952000,8884,086d,0,90f1,0,090f1,1
2096,20962000,7c9b,c362,1,3ffe,1,13ffe,1
2097,20972000,1f2a,8f12,0,ae3c,0,0ae3c,1
2098,20982000,0456,5b35,1,5f8c,0,05f8c,1
2099,20992000,92e3,eaef,0,7dd2,1,17dd2,1
2100,21002000,f011,b519,0,a52a,1,1a52a,1
2101,21012000,897b,040f,1,8d8b,0,08d8b,1
2102,21022000,44cd,0975,0,4e42,0,04e42,1
2103,21032000,5864,a53e,0,fda2,0,0fda2,1
2104,21042000,d9d6,09a2,1,e379,0,0e379,1
2105,21052000,3060,c1c9,1,f22a,0,0f22a,1
2106,21062000,de68,fa2f,1,d898,1,1d898,1
2107,21072000,721a,0cd3,1,7eee,0,07eee,1
2108,21082000,212a,db12,0,fc3c,0,0fc3c,1
2109,21092000,c3b2,a11a,0,64cc,1,164cc,1
2110,21102000,b3cb,210f,0,d4da,0,0d4da,1
2111,21112000,498a,b679,1,0004,1,10004,1
2112,21122000,a84b,a861,0,50ac,1,150ac,1
2113,21132000,4349,cd8b,1,10d5,1,110d5,1
2114,21142000,260a,f74c,1,1d57,1,11d57,1
2115,21152000,958e,8373,1,1902,1,11902,1
2116,21162000,83f1,6598,0,e989,0,0e989,1
2117,21172000,e8a0,95d4,1,7e75,1,17e75,1
2118,21182000,047b,db39,0,dfb4,0,0dfb4,1
2119,21192000,0db1,7644,0,83f5,0,083f5,1
2120,21202000,6f71,db91,0,4b02,1,14b02,1
2121,21212000,d0c1,faa0,0,cb61,1,1cb61,1
2122,21222000,39b1,8a58,1,c40a,0,0c40a,1
2123,21232000,bc5b,d542,0,919d,1,1919d,1
2124,21242000,da27,0e1e,1,e846,0,0e846,1
2125,21252000,085e,4a5c,0,52ba,0,052ba,1
2126,21262000,51c5,6ae2,1,bca8,0,0bca8,1
2127,21272000,c85e,6a36,0,3294,1,13294,1
2128,21282000,946d,2a76,1,bee4,0,0bee4,1
2129,21292000,edda,af9b,0,9d75,1,19d75,1
2130,21302000,64d7,1218,1,76f0,0,076f0,1
2131,21312000,4a6c,4615,1,9082,0,09082,1
2132,21322000,73b5,1eb8,0,926d,0,0926d,1
2133,21332000,8065,d5f9,0,565e,1,1565e,1
2134,21342000,ebee,b071,0,9c5f,1,19c5f,1
2135,21352000,7a63,3011,0,aa74,0,0aa74,1
2136,21362000,8ef6,186d,1,a764,0,0a764,1
2137,21372000,8152,2dfe,0,af50,0,0af50,1
2138,21382000,c9a9,d85a,0,a203,1,1a203,1
2139,21392000,9d33,528e,0,efc1,0,0efc1,1
2140,21402000,6766,5bb5,0,c31b,0,0c31b,1
2141,21412000,66fb,25e0,0,8cdb,0,08cdb,1
2142,21422000,cc66,3787,0,03ed,1,103ed,1
2143,21432000,b313,a51d,1,5831,1,15831,1
2144,21442000,b350,9a70,0,4dc0,1,14dc0,1
2145,21452000,df22,b507,0,9429,1,19429,1
2146,21462000,646f,d8aa,1,3d1a,1,13d1a,1
2147,21472000,90aa,5860,1,e90b,0,0e90b,1
2148,21482000,b735,b43a,1,6b70,1,16b70,1
2149,21492000,c191,6939,0,2aca,1,12aca,1
2150,21502000,7e56,edd1,0,6c27,1,16c27,1
2151,21512000,3454,a8a2,1,dcf7,0,0dcf7,1
2152,21522000,857f,ae53,0,33d2,1,133d2,1
2153,21532000,c209,3017,0,f220,0,0f220,1
2154,21542000,9068,a126,1,318f,1,1318f,1
2155,21552000,fdb3,2451,1,2205,1,12205,1
2156,21562000,e9a0,e6a4,1,d045,1,1d045,1
2157,21572000,fb5d,6815,0,6372,1,16372,1
2158,21582000,b76c,1f87,1,d6f4,0,0d6f4,1
2159,21592000,170b,99c4,1,b0d0,0,0b0d0,1
2160,21602000,cbd1,b906,1,84d8,1,184d8,1
2161,21612000,6b4a,278e,1,92d9,0,092d9,1
2162,21622000,39e2,ecb7,1,269a,1,1269a,1
2163,21632000,f494,b695,1,ab2a,1,1ab2a,1
2164,21642000,2e59,a883,0,d6dc,0,0d6dc,1
2165,21652000,0853,acd7,1,b52b,0,0b52b,1
2166,21662000,0350,7848,0,7b98,0,07b98,1
2167,21672000,1bd3,ff18,1,1aec,1,11aec,1
2168,21682000,cba0,7d36,1,48d7,1,148d7,1
2169,21692000,f9cc,0634,0,0000,1,10000,1
2170,21702000,13b9,6946,1,7d00,0,07d00,1
2171,21712000,7894,3e25,1,b6ba,0,0b6ba,1
2172,21722000,b747,2c09,0,e350,0,0e350,1
2173,21732000,bab1,cd5a,0,880b,1,1880b,1
2174,21742000,f309,7c61,0,6f6a,1,16f6a,1
2175,21752000,c3d7,f5b0,0,b987,1,1b987,1
2176,21762000,af97,58bc,1,0854,1,10854,1
2177,21772000,82d5,f06a,1,7340,1,17340,1
2178,21782000,6ec8,800e,0,eed6,0,0eed6,1
2179,21792000,4d10,8cc5,0,d9d5,0,0d9d5,1
2180,21802000,3a3f,c08c,0,facb,0,0facb,1
2181,21812000,bc7b,47de,0,0459,1,10459,1
2182,21822000,b702,38c4,1,efc7,0,0efc7,1
2183,21832000,cc52,39ee,1,0641,1,10641,1
2184,21842000,aee5,8ac3,0,39a8,1,139a8,1
2185,21852000,70ee,c89a,1,3989,1,13989,1
2186,21862000,7220,130a,0,852a,0,0852a,1
2187,21872000,88a4,c2d9,1,4b7e,1,14b7e,1
2188,21882000,faaa,8a68,0,8512,1,18512,1
2189,21892000,1fc1,b949,0,d90a,0,0d90a,1
2190,21902000,6039,015c,0,6195,0,06195,1
2191,21912000,d769,bdf0,1,955a,1,1955a,1
2192,21922000,561a,fdc7,0,53e1,1,153e1,1
2193,21932000,9f1c,34e7,1,d404,0,0d404,1
2194,21942000,e164,2e46,1,0fab,1,10fab,1
2195,21952000,77fd,893c,0,0139,1,10139,1
2196,21962000,28ea,32e2,0,5bcc,0,05bcc,1
2197,21972000,b28c,1a1b,0,cca7,0,0cca7,1
2198,21982000,b75f,92e2,0,4a41,1,14a41,1
2199,21992000,aa32,808d,0,2abf,1,12abf,1
2200,22002000,1412,a89a,0,bcac,0,0bcac,1
2201,22012000,c247,94ca,0,5711,1,15711,1
2202,22022000,59be,303a,0,89f8,0,089f8,1
2203,22032000,0475,c94b,1,cdc1,0,0cdc1,1
2204,22042000,04a0,3f24,0,43c4,0,043c4,1
2205,22052000,66c7,abae,1,1276,1,11276,1
2206,22062000,976d,1563,0,acd0,0,0acd0,1
2207,22072000,bfbd,4a1e,1,09dc,1,109dc,1
2208,22082000,2414,87f5,0,ac09,0,0ac09,1
2209,22092000,8bd1,ffc3,0,8b94,1,18b94,1
2210,22102000,9cce,419f,0,de6d,0,0de6d,1
2211,22112000,20a0,7c9d,1,9d3e,0,09d3e,1
2212,22122000,1293,0210,0,14a3,0,014a3,1
2213,22132000,b18d,5e52,1,0fe0,1,10fe0,1
2214,22142000,1ceb,7d9b,1,9a87,0,09a87,1
2215,22152000,e1b3,3d75,0,1f28,1,11f28,1
2216,22162000,dc92,d0e6,0,ad78,1,1ad78,1
2217,22172000,552c,9653,1,eb80,0,0eb80,1
2218,22182000,c3ce,1f9e,1,e36d,0,0e36d,1
2219,22192000,288f,5e01,0,8690,0,08690,1
2220,22202000,40df,ad2b,1,ee0b,0,0ee0b,1
2221,22212000,08c6,ea70,0,f336,0,0f336,1
2222,22222000,027a,0406,0,0680,0,00680,1
2223,22232000,4637,af6d,1,f5a5,0,0f5a5,1
2224,22242000,a733,1491,1,bbc5,0,0bbc5,1
2225,22252000,18a7,81de,0,9a85,0,09a85,1
2226,22262000,e9cd,7e90,1,685e,1,1685e,1
2227,22272000,b1d2,7302,1,24d5,1,124d5,1
2228,22282000,ef50,43c5,1,3316,1,13316,1
2229,22292000,1929,918c,1,aab6,0,0aab6,1
