sample_idx,time_ns,A_hex,B_hex,Cin,Sum_hex,Cout,Expected_total_hex,Match
5410,54102000,f3c8,aebd,1,a286,1,1a286,1
5411,54112000,ccfe,ffc5,0,ccc3,1,1ccc3,1
5412,54122000,a8a5,0574,0,ae19,0,0ae19,1
5413,54132000,4c9f,ea1f,0,36be,1,136be,1
5414,54142000,fc7d,ac6f,0,a8ec,1,1a8ec,1
5415,54152000,d0af,3ace,1,0b7e,1,10b7e,1
5416,54162000,f109,baf1,0,abfa,1,1abfa,1
5417,54172000,7a32,c3b5,1,3de8,1,13de8,1
5418,54182000,9c2f,e11a,0,7d49,1,17d49,1
5419,54192000,5202,5e69,1,b06c,0,0b06c,1
5420,54202000,3b99,0245,1,3ddf,0,03ddf,1
5421,54212000,ea73,b30f,0,9d82,1,19d82,1
5422,54222000,f2ac,8c11,1,7ebe,1,17ebe,1
5423,54232000,ec9d,c654,1,b2f2,1,1b2f2,1
5424,54242000,33b4,0b78,0,3f2c,0,03f2c,1
5425,54252000,5659,9e4b,0,f4a4,0,0f4a4,1
5426,54262000,b418,aecc,0,62e4,1,162e4,1
5427,54272000,5461,7784,1,cbe6,0,0cbe6,1
5428,54282000,76ee,43fe,0,baec,0,0baec,1
5429,54292000,e2c7,9a2c,1,7cf4,1,17cf4,1
5430,54302000,2c91,461f,1,72b1,0,072b1,1
5431,54312000,5f85,a99c,1,0922,1,10922,1
5432,54322000,0ed5,98f7,1,a7cd,0,0a7cd,1
5433,54332000,2544,3217,1,575c,0,0575c,1
5434,54342000,c6e6,b63d,0,7d23,1,17d23,1
5435,54352000,c62e,0bb3,1,d1e2,0,0d1e2,1
5436,54362000,6c32,9a4b,1,067e,1,1067e,1
5437,54372000,b209,decd,1,90d7,1,190d7,1
5438,54382000,f1e6,4105,1,32ec,1,132ec,1
5439,54392000,9e97,11fe,0,b095,0,0b095,1
5440,54402000,8631,122b,1,985d,0,0985d,1
5441,54412000,2364,578c,1,7af1,0,07af1,1
5442,54422000,493f,c2f5,0,0c34,1,10c34,1
5443,54432000,7c31,e55a,1,618c,1,1618c,1
5444,54442000,6f7e,812c,0,f0aa,0,0f0aa,1
5445,54452000,ec02,5663,1,4266,1,14266,1
5446,54462000,afb1,4166,1,f118,0,0f118,1
5447,54472000,c78f,1b6f,0,e2fe,0,0e2fe,1
5448,54482000,b761,0647,0,bda8,0,0bda8,1
5449,54492000,1fb0,e781,1,0732,1,10732,1
5450,54502000,cc35,63b0,1,2fe6,1,12fe6,1
5451,54512000,fec1,d05d,1,cf1f,1,1cf1f,1
5452,54522000,4491,8068,0,c4f9,0,0c4f9,1
5453,54532000,9068,190d,1,a976,0,0a976,1
5454,54542000,d036,8205,1,523c,1,1523c,1
5455,54552000,a8fa,db6c,1,8467,1,18467,1
5456,54562000,aaf0,1ae8,1,c5d9,0,0c5d9,1
5457,54572000,6097,10f2,0,7189,0,07189,1
5458,54582000,bf82,4aa2,0,0a24,1,10a24,1
5459,54592000,932f,b452,0,4781,1,14781,1
5460,54602000,980d,ce1a,0,6627,1,16627,1
5461,54612000,cf87,8c25,1,5bad,1,15bad,1
5462,54622000,33cf,bef6,0,f2c5,0,0f2c5,1
5463,54632000,f529,f9f7,1,ef21,1,1ef21,1
5464,54642000,d49f,7d7c,1,521c,1,1521c,1
5465,54652000,ec4f,06ea,0,f339,0,0f339,1
5466,54662000,fe57,97f0,0,9647,1,19647,1
5467,54672000,a8ba,617f,1,0a3a,1,10a3a,1
5468,54682000,46db,2cd3,0,73ae,0,073ae,1
5469,54692000,3a53,76f0,1,b144,0,0b144,1
5470,54702000,b7d9,08fc,0,c0d5,0,0c0d5,1
5471,54712000,4160,a59f,0,e6ff,0,0e6ff,1
5472,54722000,e374,6aa4,0,4e18,1,14e18,1
5473,54732000,9adc,90e9,0,2bc5,1,12bc5,1
5474,54742000,1bc1,2ff9,0,4bba,0,04bba,1
5475,54752000,575c,67b6,0,bf12,0,0bf12,1
5476,54762000,8fdd,f93a,1,8918,1,18918,1
5477,54772000,b06e,eec2,1,9f31,1,19f31,1
5478,54782000,4c4c,1b06,0,6752,0,06752,1
5479,54792000,c3ce,b675,0,7a43,1,17a43,1
5480,54802000,4569,81c0,0,c729,0,0c729,1
5481,54812000,58fd,cd86,0,2683,1,12683,1
5482,54822000,f9bf,493f,1,42ff,1,142ff,1
5483,54832000,f9e9,9928,0,9311,1,19311,1
5484,54842000,e790,c441,0,abd1,1,1abd1,1
5485,54852000,aa83,c02e,1,6ab2,1,16ab2,1
5486,54862000,abf0,ad88,1,5979,1,15979,1
5487,54872000,9b7e,0d97,1,a916,0,0a916,1
5488,54882000,0609,59fa,0,6003,0,06003,1
5489,54892000,a316,bb19,1,5e30,1,15e30,1
5490,54902000,6bfc,e24a,0,4e46,1,14e46,1
5491,54912000,cbcb,c964,0,952f,1,1952f,1
5492,54922000,53f8,75cf,0,c9c7,0,0c9c7,1
5493,54932000,74b0,4079,1,b52a,0,0b52a,1
5494,54942000,fc87,2a05,0,268c,1,1268c,1
5495,54952000,60f9,1914,1,7a0e,0,07a0e,1
5496,54962000,9995,a946,1,42dc,1,142dc,1
5497,54972000,17c4,e291,0,fa55,0,0fa55,1
5498,54982000,0667,4e83,1,54eb,0,054eb,1
5499,54992000,c428,3633,0,fa5b,0,0fa5b,1
5500,55002000,db71,561d,1,318f,1,1318f,1
5501,55012000,410f,f131,1,3241,1,13241,1
5502,55022000,3b69,e9b9,1,2523,1,12523,1
5503,55032000,d14a,d5c0,0,a70a,1,1a70a,1
5504,55042000,f707,f5e3,0,ecea,1,1ecea,1
5505,55052000,64ab,cbaa,0,3055,1,13055,1
5506,55062000,d800,a29a,0,7a9a,1,17a9a,1
5507,55072000,71a2,fb1e,1,6cc1,1,16cc1,1
5508,55082000,0946,5d6e,0,66b4,0,066b4,1
5509,55092000,74f7,85b9,1,fab1,0,0fab1,1
5510,55102000,57ec,4d23,1,a510,0,0a510,1
5511,55112000,94a2,91fe,1,26a1,1,126a1,1
5512,55122000,0616,a774,1,ad8b,0,0ad8b,1
5513,55132000,fe8b,c6be,0,c549,1,1c549,1
5514,55142000,ca74,232a,0,ed9e,0,0ed9e,1
5515,55152000,ef02,9200,1,8103,1,18103,1
5516,55162000,e1b3,adda,1,8f8e,1,18f8e,1
5517,55172000,0fd4,eeea,1,febf,0,0febf,1
5518,55182000,8bd9,1b63,1,a73d,0,0a73d,1
5519,55192000,fe5b,b6e8,1,b544,1,1b544,1
5520,55202000,154d,56fc,0,6c49,0,06c49,1
5521,55212000,89a1,9821,0,21c2,1,121c2,1
5522,55222000,0be3,e483,0,f066,0,0f066,1
5523,55232000,c0d9,3a68,1,fb42,0,0fb42,1
5524,55242000,2c6c,7664,1,a2d1,0,0a2d1,1
5525,55252000,e728,f2f3,1,da1c,1,1da1c,1
5526,55262000,ab19,0915,1,b42f,0,0b42f,1
5527,55272000,9f71,4e84,0,edf5,0,0edf5,1
5528,55282000,506d,93b4,0,e421,0,0e421,1
5529,55292000,55aa,9b9b,1,f146,0,0f146,1
5530,55302000,c6c3,0b4f,0,d212,0,0d212,1
5531,55312000,490c,f2a3,1,3bb0,1,13bb0,1
5532,55322000,0544,1846,0,1d8a,0,01d8a,1
5533,55332000,b171,ba3d,0,6bae,1,16bae,1
5534,55342000,cc62,c2a5,0,8f07,1,18f07,1
5535,55352000,8473,08f0,0,8d63,0,08d63,1
5536,55362000,573e,8392,0,dad0,0,0dad0,1
5537,55372000,1859,aaae,0,c307,0,0c307,1
5538,55382000,7fab,e020,1,5fcc,1,15fcc,1
5539,55392000,0ba9,b87d,1,c427,0,0c427,1
5540,55402000,9328,ba3c,0,4d64,1,14d64,1
5541,55412000,1b64,874f,0,a2b3,0,0a2b3,1
5542,55422000,8b04,3559,0,c05d,0,0c05d,1
5543,55432000,9b3d,f9ae,1,94ec,1,194ec,1
5544,55442000,8d28,0263,0,8f8b,0,08f8b,1
5545,55452000,f044,ab16,1,9b5b,1,19b5b,1
5546,55462000,01b4,c93a,0,caee,0,0caee,1
5547,55472000,9be3,9185,0,2d68,1,12d68,1
5548,55482000,fb6d,ee01,0,e96e,1,1e96e,1
5549,55492000,0789,bc3d,1,c3c7,0,0c3c7,1
5550,55502000,95fa,9c6b,0,3265,1,13265,1
5551,55512000,481e,c76c,0,0f8a,1,10f8a,1
5552,55522000,0152,f63f,1,f792,0,0f792,1
5553,55532000,d054,7fef,1,5044,1,15044,1
5554,55542000,7e06,eb8a,0,6990,1,16990,1
5555,55552000,5930,bc84,0,15b4,1,115b4,1
5556,55562000,b049,2de2,1,de2c,0,0de2c,1
5557,55572000,8433,7d62,0,0195,1,10195,1
5558,55582000,d30a,fbde,0,cee8,1,1cee8,1
5559,55592000,806e,52c0,0,d32e,0,0d32e,1
5560,55602000,18b6,8f24,1,a7db,0,0a7db,1
5561,55612000,f97b,868c,0,8007,1,18007,1
5562,55622000,c62c,e695,1,acc2,1,1acc2,1
5563,55632000,4419,9cf4,1,e10e,0,0e10e,1
5564,55642000,0aff,90f9,1,9bf9,0,09bf9,1
5565,55652000,56ab,02c3,1,596f,0,0596f,1
5566,55662000,61ee,03fd,1,65ec,0,065ec,1
5567,55672000,9f44,e63a,0,857e,1,1857e,1
5568,55682000,3dd3,41e9,0,7fbc,0,07fbc,1
5569,55692000,8f8e,9d5c,1,2ceb,1,12ceb,1
5570,55702000,5e67,3c91,0,9af8,0,09af8,1
5571,55712000,daa7,bc3d,1,96e5,1,196e5,1
5572,55722000,92df,0622,1,9902,0,09902,1
5573,55732000,a3b6,bfb8,1,636f,1,1636f,1
5574,55742000,6245,df0e,1,4154,1,14154,1
5575,55752000,e6a9,f1a9,1,d853,1,1d853,1
5576,55762000,8ee9,757b,0,0464,1,10464,1
5577,55772000,d303,c84d,1,9b51,1,19b51,1
5578,55782000,5634,a3e0,0,fa14,0,0fa14,1
5579,55792000,1081,8139,1,91bb,0,091bb,1
5580,55802000,a5c5,cf8b,0,7550,1,17550,1
5581,55812000,e774,6e37,1,55ac,1,155ac,1
5582,55822000,c289,ebee,1,ae78,1,1ae78,1
5583,55832000,e51c,5842,1,3d5f,1,13d5f,1
5584,55842000,0725,8593,0,8cb8,0,08cb8,1
5585,55852000,8e3a,f549,0,8383,1,18383,1
5586,55862000,309d,134e,0,43eb,0,043eb,1
5587,55872000,b898,27b9,1,e052,0,0e052,1
5588,55882000,810d,0fcb,1,90d9,0,090d9,1
5589,55892000,ddc2,3bfa,0,19bc,1,119bc,1
5590,55902000,50cb,9a24,0,eaef,0,0eaef,1
5591,55912000,487d,71a4,1,ba22,0,0ba22,1
5592,55922000,1597,e416,1,f9ae,0,0f9ae,1
5593,55932000,0b33,ea3b,0,f56e,0,0f56e,1
5594,55942000,33e9,21a0,0,5589,0,05589,1
5595,55952000,8b5e,4417,1,cf76,0,0cf76,1
5596,55962000,b560,71e1,1,2742,1,12742,1
5597,55972000,d4e7,90b7,1,659f,1,1659f,1
5598,55982000,eb04,0da6,0,f8aa,0,0f8aa,1
5599,55992000,e166,9693,1,77fa,1,177fa,1
5600,56002000,570f,6244,0,b953,0,0b953,1
5601,56012000,297b,df9f,0,091a,1,1091a,1
5602,56022000,6d54,d9a8,1,46fd,1,146fd,1
5603,56032000,87e6,1eea,1,a6d1,0,0a6d1,1
5604,56042000,363a,9fcd,1,d608,0,0d608,1
5605,56052000,8c0e,2498,0,b0a6,0,0b0a6,1
5606,56062000,7ca3,fc80,1,7924,1,17924,1
5607,56072000,57f3,a13c,0,f92f,0,0f92f,1
5608,56082000,3b8e,1153,0,4ce1,0,04ce1,1
5609,56092000,95fd,13c8,0,a9c5,0,0a9c5,1
5610,56102000,28c5,a1cc,0,ca91,0,0ca91,1
5611,56112000,cee7,ad9e,1,7c86,1,17c86,1
5612,56122000,c36e,05f0,0,c95e,0,0c95e,1
5613,56132000,5ea4,9f57,0,fdfb,0,0fdfb,1
5614,56142000,9007,0aef,1,9af7,0,09af7,1
5615,56152000,8a43,84b7,1,0efb,1,10efb,1
5616,56162000,49fe,a5c8,1,efc7,0,0efc7,1
5617,56172000,6bde,a263,1,0e42,1,10e42,1
5618,56182000,3784,d78e,1,0f13,1,10f13,1
5619,56192000,3350,c301,1,f652,0,0f652,1
5620,56202000,e20f,f5c9,1,d7d9,1,1d7d9,1
5621,56212000,e731,42f3,0,2a24,1,12a24,1
5622,56222000,71db,d9ec,1,4bc8,1,14bc8,1
5623,56232000,e259,ed89,0,cfe2,1,1cfe2,1
5624,56242000,2e48,5428,1,8271,0,08271,1
5625,56252000,da19,df45,1,b95f,1,1b95f,1
5626,56262000,edd2,3d68,0,2b3a,1,12b3a,1
5627,56272000,b918,ce77,1,8790,1,18790,1
5628,56282000,524c,95a6,0,e7f2,0,0e7f2,1
5629,56292000,3d22,b50f,0,f231,0,0f231,1
5630,56302000,da6f,a611,1,8081,1,18081,1
5631,56312000,7df3,c92d,1,4721,1,14721,1
5632,56322000,9ec7,0009,0,9ed0,0,09ed0,1
5633,56332000,ebb3,05f2,1,f1a6,0,0f1a6,1
5634,56342000,9c87,a498,0,411f,1,1411f,1
5635,56352000,5d34,e268,0,3f9c,1,13f9c,1
5636,56362000,18eb,967c,1,af68,0,0af68,1
5637,56372000,4e32,960f,0,e441,0,0e441,1
5638,56382000,9b10,57bb,1,f2cc,0,0f2cc,1
5639,56392000,1bf5,afd6,0,cbcb,0,0cbcb,1
5640,56402000,80b7,139b,1,9453,0,09453,1
5641,56412000,3d29,3e29,1,7b53,0,07b53,1
5642,56422000,a08e,7d9f,1,1e2e,1,11e2e,1
5643,56432000,ac80,04be,1,b13f,0,0b13f,1
5644,56442000,4df2,e46d,1,3260,1,13260,1
5645,56452000,1bf6,89c2,0,a5b8,0,0a5b8,1
5646,56462000,0a1d,be00,0,c81d,0,0c81d,1
5647,56472000,d207,420c,0,1413,1,11413,1
5648,56482000,2f19,6a4e,0,9967,0,09967,1
5649,56492000,dcec,7187,1,4e74,1,14e74,1
5650,56502000,f865,f50a,0,ed6f,1,1ed6f,1
5651,56512000,4e6d,5948,1,a7b6,0,0a7b6,1
5652,56522000,b646,f126,1,a76d,1,1a76d,1
5653,56532000,9596,f055,0,85eb,1,185eb,1
5654,56542000,1a93,a160,0,bbf3,0,0bbf3,1
5655,56552000,6709,526f,0,b978,0,0b978,1
5656,56562000,ca79,a88e,1,7308,1,17308,1
5657,56572000,8342,2600,0,a942,0,0a942,1
5658,56582000,2b3e,99fc,1,c53b,0,0c53b,1
5659,56592000,0352,f927,0,fc79,0,0fc79,1
5660,56602000,439c,cc81,1,101e,1,1101e,1
5661,56612000,33f2,8252,1,b645,0,0b645,1
5662,56622000,f986,6350,1,5cd7,1,15cd7,1
5663,56632000,8cba,0737,0,93f1,0,093f1,1
5664,56642000,f3a5,617b,0,5520,1,15520,1
5665,56652000,3016,8fec,1,c003,0,0c003,1
5666,56662000,b90b,ed12,0,a61d,1,1a61d,1
5667,56672000,361b,7f75,1,b591,0,0b591,1
5668,56682000,a074,25e1,0,c655,0,0c655,1
5669,56692000,5609,3ba8,0,91b1,0,091b1,1
5670,56702000,cc63,ca7c,0,96df,1,196df,1
5671,56712000,25f8,fe97,1,2490,1,12490,1
5672,56722000,dabc,9adb,1,7598,1,17598,1
5673,56732000,45eb,4ae5,0,90d0,0,090d0,1
5674,56742000,b2f2,55b5,0,08a7,1,108a7,1
5675,56752000,25cc,0e6c,0,3438,0,03438,1
5676,56762000,f1cc,979b,0,8967,1,18967,1
5677,56772000,294b,1013,1,395f,0,0395f,1
5678,56782000,5839,bf73,0,17ac,1,117ac,1
5679,56792000,7847,ccd5,1,451d,1,1451d,1
5680,56802000,4a94,a325,0,edb9,0,0edb9,1
5681,56812000,d688,7f26,0,55ae,1,155ae,1
5682,56822000,e4ad,4aa2,0,2f4f,1,12f4f,1
5683,56832000,8ed6,adc6,0,3c9c,1,13c9c,1
5684,56842000,3757,95e7,1,cd3f,0,0cd3f,1
5685,56852000,9f31,0fdf,0,af10,0,0af10,1
5686,56862000,d827,1dc5,0,f5ec,0,0f5ec,1
5687,56872000,a326,fdc5,0,a0eb,1,1a0eb,1
5688,56882000,36c6,990c,1,cfd3,0,0cfd3,1
5689,56892000,cecb,dd45,1,ac11,1,1ac11,1
5690,56902000,be2c,a6cd,0,64f9,1,164f9,1
5691,56912000,fb3d,e5b8,1,e0f6,1,1e0f6,1
5692,56922000,5a59,129a,0,6cf3,0,06cf3,1
5693,56932000,09be,c8cf,0,d28d,0,0d28d,1
5694,56942000,751b,157b,0,8a96,0,08a96,1
5695,56952000,cb0c,1064,0,db70,0,0db70,1
5696,56962000,6326,ac70,1,0f97,1,10f97,1
5697,56972000,ad2f,53fd,0,012c,1,1012c,1
5698,56982000,1e83,f40c,1,1290,1,11290,1
5699,56992000,a293,c0ee,1,6382,1,16382,1
5700,57002000,4e23,a1ec,0,f00f,0,0f00f,1
5701,57012000,d5e6,a7fb,1,7de2,1,17de2,1
5702,57022000,f4d5,6152,0,5627,1,15627,1
5703,57032000,4bc3,8e9a,1,da5e,0,0da5e,1
5704,57042000,072f,7e7d,0,85ac,0,085ac,1
5705,57052000,a2e0,7adb,1,1dbc,1,11dbc,1
5706,57062000,8de8,e60b,0,73f3,1,173f3,1
5707,57072000,a20f,78f3,0,1b02,1,11b02,1
5708,57082000,6a65,4531,1,af97,0,0af97,1
5709,57092000,d630,a6ca,0,7cfa,1,17cfa,1
5710,57102000,f450,12cd,1,071e,1,1071e,1
5711,57112000,1d88,3a9d,1,5826,0,05826,1
5712,57122000,687f,af49,0,17c8,1,117c8,1
5713,57132000,156a,add1,1,c33c,0,0c33c,1
5714,57142000,7ce7,3478,0,b15f,0,0b15f,1
5715,57152000,101f,d7c1,1,e7e1,0,0e7e1,1
5716,57162000,9898,741f,0,0cb7,1,10cb7,1
5717,57172000,bc84,76fd,0,3381,1,13381,1
5718,57182000,b474,56c4,0,0b38,1,10b38,1
5719,57192000,5cf7,fb95,0,588c,1,1588c,1
5720,57202000,c82e,62ae,1,2add,1,12add,1
5721,57212000,4c0a,23fa,0,7004,0,07004,1
5722,57222000,ce6c,e73d,1,b5aa,1,1b5aa,1
5723,57232000,2b6f,a82c,1,d39c,0,0d39c,1
5724,57242000,f1f5,7b72,1,6d68,1,16d68,1
5725,57252000,5686,12bf,0,6945,0,06945,1
5726,57262000,aada,7c90,0,276a,1,1276a,1
5727,57272000,8d0e,b4b7,1,41c6,1,141c6,1
5728,57282000,f584,8ad2,0,8056,1,18056,1
5729,57292000,7e9b,0a9d,1,8939,0,08939,1
5730,57302000,50f8,a99d,0,fa95,0,0fa95,1
5731,57312000,bca5,79cc,0,3671,1,13671,1
5732,57322000,47ab,e23f,0,29ea,1,129ea,1
5733,57332000,c0f7,7fdc,1,40d4,1,140d4,1
5734,57342000,7877,5695,1,cf0d,0,0cf0d,1
5735,57352000,7d3a,bac9,0,3803,1,13803,1
5736,57362000,6482,9574,0,f9f6,0,0f9f6,1
5737,57372000,bed9,4fe5,0,0ebe,1,10ebe,1
5738,57382000,13f5,8574,0,9969,0,09969,1
5739,57392000,c3b1,b2b0,1,7662,1,17662,1
5740,57402000,4cff,240d,1,710d,0,0710d,1
5741,57412000,ef91,5648,1,45da,1,145da,1
5742,57422000,d956,9982,1,72d9,1,172d9,1
5743,57432000,fe0d,5d5a,0,5b67,1,15b67,1
5744,57442000,7d87,370b,0,b492,0,0b492,1
5745,57452000,a253,e332,1,8586,1,18586,1
5746,57462000,d7a1,8904,0,60a5,1,160a5,1
5747,57472000,87a7,0bfb,0,93a2,0,093a2,1
5748,57482000,2d04,1169,1,3e6e,0,03e6e,1
5749,57492000,c624,d5b7,0,9bdb,1,19bdb,1
5750,57502000,976d,6422,1,fb90,0,0fb90,1
5751,57512000,966e,9822,0,2e90,1,12e90,1
5752,57522000,0dbe,d286,1,e045,0,0e045,1
5753,57532000,5486,6279,1,b700,0,0b700,1
5754,57542000,ed63,50e1,1,3e45,1,13e45,1
5755,57552000,4d7f,66af,0,b42e,0,0b42e,1
5756,57562000,8093,8f0b,0,0f9e,1,10f9e,1
5757,57572000,3713,233a,0,5a4d,0,05a4d,1
5758,57582000,11b6,7061,0,8217,0,08217,1
5759,57592000,eb78,6efa,0,5a72,1,15a72,1
5760,57602000,f034,c0eb,0,b11f,1,1b11f,1
5761,57612000,d6eb,7adc,0,51c7,1,151c7,1
5762,57622000,dba2,7ae3,1,5686,1,15686,1
5763,57632000,7900,563b,0,cf3b,0,0cf3b,1
5764,57642000,5dd5,5978,1,b74e,0,0b74e,1
5765,57652000,f510,d882,0,cd92,1,1cd92,1
5766,57662000,5ce6,5405,1,b0ec,0,0b0ec,1
5767,57672000,08f8,19cb,0,22c3,0,022c3,1
5768,57682000,a2a0,89b0,1,2c51,1,12c51,1
5769,57692000,d709,8d19,1,6423,1,16423,1
5770,57702000,e596,c2e4,1,a87b,1,1a87b,1
5771,57712000,26c3,ac9d,1,d361,0,0d361,1
5772,57722000,4529,5b70,0,a099,0,0a099,1
5773,57732000,b044,e6bc,1,9701,1,19701,1
5774,57742000,e189,90dd,0,7266,1,17266,1
5775,57752000,d0f5,18ad,1,e9a3,0,0e9a3,1
5776,57762000,4420,b3f0,0,f810,0,0f810,1
5777,57772000,4ba2,9128,1,dccb,0,0dccb,1
5778,57782000,5050,5e98,1,aee9,0,0aee9,1
5779,57792000,632b,ccb5,0,2fe0,1,12fe0,1
5780,57802000,ef45,179b,1,06e1,1,106e1,1
5781,57812000,2bb8,741a,1,9fd3,0,09fd3,1
5782,57822000,4939,fbe2,1,451c,1,1451c,1
5783,57832000,266b,0386,1,29f2,0,029f2,1
5784,57842000,c30e,8e0a,0,5118,1,15118,1
5785,57852000,4634,bfbd,0,05f1,1,105f1,1
5786,57862000,7da7,207c,0,9e23,0,09e23,1
5787,57872000,8877,ec8e,0,7505,1,17505,1
5788,57882000,56ec,e6a7,0,3d93,1,13d93,1
5789,57892000,c705,528d,1,1993,1,11993,1
5790,57902000,5893,bdc6,0,1659,1,11659,1
5791,57912000,8bd4,f1b6,0,7d8a,1,17d8a,1
5792,57922000,c434,49b6,0,0dea,1,10dea,1
5793,57932000,65a4,54ae,0,ba52,0,0ba52,1
5794,57942000,a930,98e4,1,4215,1,14215,1
5795,57952000,0933,e9c9,0,f2fc,0,0f2fc,1
5796,57962000,ca57,a2f6,0,6d4d,1,16d4d,1
5797,57972000,04f6,1ae6,1,1fdd,0,01fdd,1
5798,57982000,8d23,bea4,1,4bc8,1,14bc8,1
5799,57992000,109d,bb54,0,cbf1,0,0cbf1,1
5800,58002000,6310,6a6c,0,cd7c,0,0cd7c,1
5801,58012000,269c,8186,1,a823,0,0a823,1
5802,58022000,a447,0e70,0,b2b7,0,0b2b7,1
5803,58032000,a7d2,5e59,0,062b,1,1062b,1
5804,58042000,12f4,98b2,1,aba7,0,0aba7,1
5805,58052000,c25e,be92,0,80f0,1,180f0,1
5806,58062000,2b8b,8fc2,1,bb4e,0,0bb4e,1
5807,58072000,1a61,327b,0,4cdc,0,04cdc,1
5808,58082000,9672,3c22,0,d294,0,0d294,1
5809,58092000,cdba,429a,0,1054,1,11054,1
5810,58102000,ac0d,2bf2,0,d7ff,0,0d7ff,1
5811,58112000,35d7,ba43,0,f01a,0,0f01a,1
5812,58122000,0b77,1e92,1,2a0a,0,02a0a,1
5813,58132000,fa61,43e4,1,3e46,1,13e46,1
5814,58142000,b154,0304,0,b458,0,0b458,1
5815,58152000,e860,d274,0,bad4,1,1bad4,1
5816,58162000,9f93,645e,1,03f2,1,103f2,1
5817,58172000,b0a7,5f9a,1,1042,1,11042,1
5818,58182000,99dc,7646,0,1022,1,11022,1
5819,58192000,d638,53a5,1,29de,1,129de,1
5820,58202000,df1b,a3b1,1,82cd,1,182cd,1
5821,58212000,70ed,7794,0,e881,0,0e881,1
5822,58222000,37d2,2466,1,5c39,0,05c39,1
5823,58232000,dea9,5dfd,1,3ca7,1,13ca7,1
5824,58242000,101d,e37b,0,f398,0,0f398,1
5825,58252000,c153,4fac,1,1100,1,11100,1
5826,58262000,7849,a477,0,1cc0,1,11cc0,1
5827,58272000,084d,5cc1,0,650e,0,0650e,1
5828,58282000,cf66,ce5e,0,9dc4,1,19dc4,1
5829,58292000,48c0,9a15,0,e2d5,0,0e2d5,1
5830,58302000,ca3c,76ef,1,412c,1,1412c,1
5831,58312000,6b05,8ce0,1,f7e6,0,0f7e6,1
5832,58322000,323e,319d,0,63db,0,063db,1
5833,58332000,a66d,10a4,0,b711,0,0b711,1
5834,58342000,7056,1818,1,886f,0,0886f,1
5835,58352000,a1e9,cb96,1,6d80,1,16d80,1
5836,58362000,db2e,4d27,1,2856,1,12856,1
5837,58372000,0cec,912c,0,9e18,0,09e18,1
5838,58382000,9f65,79e1,0,1946,1,11946,1
5839,58392000,7dc4,bb31,0,38f5,1,138f5,1
5840,58402000,ca6b,6572,0,2fdd,1,12fdd,1
5841,58412000,7cfb,6eff,0,ebfa,0,0ebfa,1
5842,58422000,30a2,d774,0,0816,1,10816,1
5843,58432000,6406,dfb6,1,43bd,1,143bd,1
5844,58442000,5dcb,2d62,1,8b2e,0,08b2e,1
5845,58452000,8546,a843,1,2d8a,1,12d8a,1
5846,58462000,079d,ce80,0,d61d,0,0d61d,1
5847,58472000,b143,c13b,1,727f,1,1727f,1
5848,58482000,6a2b,064c,1,7078,0,07078,1
5849,58492000,7447,4fc0,1,c408,0,0c408,1
5850,58502000,a782,7cf6,0,2478,1,12478,1
5851,58512000,688a,c611,1,2e9c,1,12e9c,1
5852,58522000,8ffb,1863,0,a85e,0,0a85e,1
5853,58532000,b3ef,ea69,0,9e58,1,19e58,1
5854,58542000,7d80,2057,1,9dd8,0,09dd8,1
5855,58552000,e86b,a9ec,0,9257,1,19257,1
5856,58562000,e534,c9c1,1,aef6,1,1aef6,1
5857,58572000,a2e5,20b8,0,c39d,0,0c39d,1
5858,58582000,a4df,a00d,0,44ec,1,144ec,1
5859,58592000,877a,bb90,1,430b,1,1430b,1
5860,58602000,9ddd,9703,0,34e0,1,134e0,1
5861,58612000,0b6a,6961,0,74cb,0,074cb,1
5862,58622000,ff5f,976a,1,96ca,1,196ca,1
5863,58632000,dbce,40d3,1,1ca2,1,11ca2,1
5864,58642000,3e97,f7d0,1,3668,1,13668,1
5865,58652000,26b3,69c3,0,9076,0,09076,1
5866,58662000,9510,8d69,1,227a,1,1227a,1
5867,58672000,1aff,ce45,1,e945,0,0e945,1
5868,58682000,c5b5,cc66,1,921c,1,1921c,1
5869,58692000,6146,629c,1,c3e3,0,0c3e3,1
5870,58702000,d15f,1aca,0,ec29,0,0ec29,1
5871,58712000,fbb5,c613,0,c1c8,1,1c1c8,1
5872,58722000,4695,3be4,1,827a,0,0827a,1
5873,58732000,6c13,8847,1,f45b,0,0f45b,1
5874,58742000,cc92,0972,0,d604,0,0d604,1
5875,58752000,19d9,2eb0,1,488a,0,0488a,1
5876,58762000,9cde,5e32,1,fb11,0,0fb11,1
5877,58772000,0492,7921,0,7db3,0,07db3,1
5878,58782000,ca56,3b70,0,05c6,1,105c6,1
5879,58792000,8e65,6472,1,f2d8,0,0f2d8,1
5880,58802000,7ad1,d207,0,4cd8,1,14cd8,1
5881,58812000,3f5a,1b6c,1,5ac7,0,05ac7,1
5882,58822000,c445,972c,1,5b72,1,15b72,1
5883,58832000,f25c,e5ae,1,d80b,1,1d80b,1
5884,58842000,5bfd,bfa0,0,1b9d,1,11b9d,1
5885,58852000,ff8f,6a2d,0,69bc,1,169bc,1
5886,58862000,476a,101b,1,5786,0,05786,1
5887,58872000,3ee6,9f92,1,de79,0,0de79,1
5888,58882000,23c8,d198,0,f560,0,0f560,1
5889,58892000,e243,558a,1,37ce,1,137ce,1
